advertisers_company_name,api_text,clicks,impressions
H&M,"A post halftime show pick me up! Check out our #SB48 big game playlist on @Spotify.  http://t.co/6Jp30UMyqq #NowPlaying",0,779
H&M,"A post halftime show pick me up! Check out our #SB48 big game playlist on @Spotify.  http://t.co/6Jp30UMyqq #NowPlaying",0,3
H&M,"A post halftime show pick me up! Check out our #SB48 big game playlist on @Spotify.  http://t.co/6Jp30UMyqq #NowPlaying",0,168
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,60180
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,254
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,5
H&M,"A post halftime show pick me up! Check out our #SB48 big game playlist on @Spotify.  http://t.co/6Jp30UMyqq #NowPlaying",0,674
H&M,"A post halftime show pick me up! Check out our #SB48 big game playlist on @Spotify.  http://t.co/6Jp30UMyqq #NowPlaying",0,5
H&M,"Boxers, briefs or long johns. Who’s watching the Super Bowl in #BeckhamforHM? http://t.co/DgvmmArk0v http://t.co/KNpkbgRJMO",0,826
H&M,"Boxers, briefs or long johns. Who’s watching the Super Bowl in #BeckhamforHM? http://t.co/DgvmmArk0v http://t.co/KNpkbgRJMO",0,3
H&M,"Boxers, briefs or long johns. Who’s watching the Super Bowl in #BeckhamforHM? http://t.co/DgvmmArk0v http://t.co/KNpkbgRJMO",0,7028
H&M,"Boxers, briefs or long johns. Who’s watching the Super Bowl in #BeckhamforHM? http://t.co/DgvmmArk0v http://t.co/KNpkbgRJMO",0,43
H&M,"Boxers, briefs or long johns. Who’s watching the Super Bowl in #BeckhamforHM? http://t.co/DgvmmArk0v http://t.co/KNpkbgRJMO",0,4
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,39357
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,186
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,16086
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,576
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,6
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,5
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,9
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,2777
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,16
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,84033
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,245
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,0
Mars,"Congrats to the @CityofSeattle on winning #SB48! What a sweet victory! https://t.co/NrJ3bYMUEe",0,70471
Mars,"Congrats to the @CityofSeattle on winning #SB48! What a sweet victory! https://t.co/NrJ3bYMUEe",0,56
Mars,"Congrats to the @CityofSeattle on winning #SB48! What a sweet victory! https://t.co/NrJ3bYMUEe",0,6
Mars,"Congrats to the @CityofSeattle on winning #SB48! What a sweet victory! https://t.co/NrJ3bYMUEe",0,1
Mars,"Congrats to the @CityofSeattle on winning #SB48! What a sweet victory! https://t.co/NrJ3bYMUEe",0,2
Mars,"A TD means his team gives him @Skittles! I enjoy any #SB48 TD celebration that's this colorful! https://t.co/3CVfEq1xON #mmscolorcommentary",0,461210
Mars,"A TD means his team gives him @Skittles! I enjoy any #SB48 TD celebration that's this colorful! https://t.co/3CVfEq1xON #mmscolorcommentary",0,221
Mars,"A TD means his team gives him @Skittles! I enjoy any #SB48 TD celebration that's this colorful! https://t.co/3CVfEq1xON #mmscolorcommentary",0,2
Mars,"Congrats to the @CityofSeattle on winning #SB48! What a sweet victory! https://t.co/NrJ3bYMUEe",0,280275
Mars,"Congrats to the @CityofSeattle on winning #SB48! What a sweet victory! https://t.co/NrJ3bYMUEe",0,367
Mars,"Congrats to the @CityofSeattle on winning #SB48! What a sweet victory! https://t.co/NrJ3bYMUEe",0,22
Mars,"Congrats to the @CityofSeattle on winning #SB48! What a sweet victory! https://t.co/NrJ3bYMUEe",0,11
Mars,"Congrats to the @CityofSeattle on winning #SB48! What a sweet victory! https://t.co/NrJ3bYMUEe",0,13
Mars,"Congrats to the @CityofSeattle on winning #SB48! What a sweet victory! https://t.co/NrJ3bYMUEe",0,15
Mars,"Congrats to the @CityofSeattle on winning #SB48! What a sweet victory! https://t.co/NrJ3bYMUEe",0,8
Mars,"Congrats to the @CityofSeattle on winning #SB48! What a sweet victory! https://t.co/NrJ3bYMUEe",0,7
Bancvue,"You could win a @DaveRamsey Total Money Makeover &amp; $1000! Enter by 2/26 for your chance to #WinWithKasasa. Steps: http://t.co/28UMYzocfa",0,10741
Bancvue,"You could win a @DaveRamsey Total Money Makeover &amp; $1000! Enter by 2/26 for your chance to #WinWithKasasa. Steps: http://t.co/28UMYzocfa",0,2562
Bancvue,"Get your chance to win a Dave Ramsey Total Money Makeover kit + $1,000! Enter by 2/26 at http://t.co/JF61rRBSO5. http://t.co/lPvNOq353x",0,16138
Bancvue,"Get your chance to win a Dave Ramsey Total Money Makeover kit + $1,000! Enter by 2/26 at http://t.co/JF61rRBSO5. http://t.co/lPvNOq353x",0,18746
Bancvue,"Get your chance to win a Dave Ramsey Total Money Makeover kit + $1,000! Enter by 2/26 at http://t.co/JF61rRBSO5. http://t.co/lPvNOq353x",0,14405
Bancvue,"Get your chance to win a Dave Ramsey Total Money Makeover kit + $1,000! Enter by 2/26 at http://t.co/JF61rRBSO5. http://t.co/lPvNOq353x",0,7971
Bancvue,"Get your chance to win a Dave Ramsey Total Money Makeover kit + $1,000! Enter by 2/26 at http://t.co/JF61rRBSO5. http://t.co/lPvNOq353x",0,4252
Bancvue,"Get your chance to win a Dave Ramsey Total Money Makeover kit + $1,000! Enter by 2/26 at http://t.co/JF61rRBSO5. http://t.co/lPvNOq353x",0,7237
Bancvue,"Get your chance to win a Dave Ramsey Total Money Makeover kit + $1,000! Enter by 2/26 at http://t.co/JF61rRBSO5. http://t.co/lPvNOq353x",0,3833
Bancvue,"Get your chance to win a Dave Ramsey Total Money Makeover kit + $1,000! Enter by 2/26 at http://t.co/JF61rRBSO5. http://t.co/lPvNOq353x",0,2
Bancvue,"Get your chance to win a Dave Ramsey Total Money Makeover kit + $1,000! Enter by 2/26 at http://t.co/JF61rRBSO5. http://t.co/lPvNOq353x",25,12005
Bancvue,"Get your chance to win a Dave Ramsey Total Money Makeover kit + $1,000! Enter by 2/26 at http://t.co/JF61rRBSO5. http://t.co/lPvNOq353x",46,20095
Bancvue,"Get your chance to win a Dave Ramsey Total Money Makeover kit + $1,000! Enter by 2/26 at http://t.co/JF61rRBSO5. http://t.co/lPvNOq353x",50,19976
Bancvue,"Get your chance to win a Dave Ramsey Total Money Makeover kit + $1,000! Enter by 2/26 at http://t.co/JF61rRBSO5. http://t.co/lPvNOq353x",13,5626
Bancvue,"You could win a @DaveRamsey Total Money Makeover &amp; $1000! Enter by 2/26 for your chance to #WinWithKasasa. Steps: http://t.co/28UMYzocfa",0,7789
Bancvue,"You could win a @DaveRamsey Total Money Makeover &amp; $1000! Enter by 2/26 for your chance to #WinWithKasasa. Steps: http://t.co/28UMYzocfa",0,4791
Bancvue,"You could win a @DaveRamsey Total Money Makeover &amp; $1000! Enter by 2/26 for your chance to #WinWithKasasa. Steps: http://t.co/28UMYzocfa",0,7230
Bancvue,"You could win a @DaveRamsey Total Money Makeover &amp; $1000! Enter by 2/26 for your chance to #WinWithKasasa. Steps: http://t.co/28UMYzocfa",0,4484
Bancvue,"Get your chance to win a Dave Ramsey Total Money Makeover kit + $1,000! Enter by 2/26 at http://t.co/JF61rRBSO5. http://t.co/lPvNOq353x",0,1
Bancvue,"You could win a @DaveRamsey Total Money Makeover &amp; $1000! Enter by 2/26 for your chance to #WinWithKasasa. Steps: http://t.co/28UMYzocfa",0,8212
Bancvue,"You could win a @DaveRamsey Total Money Makeover &amp; $1000! Enter by 2/26 for your chance to #WinWithKasasa. Steps: http://t.co/28UMYzocfa",0,6067
Bancvue,"You could win a @DaveRamsey Total Money Makeover &amp; $1000! Enter by 2/26 for your chance to #WinWithKasasa. Steps: http://t.co/28UMYzocfa",0,6102
Bancvue,"You could win a @DaveRamsey Total Money Makeover &amp; $1000! Enter by 2/26 for your chance to #WinWithKasasa. Steps: http://t.co/28UMYzocfa",0,3235
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",13,28196
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",8,21235
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",4,18104
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",4,10590
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",3,17637
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",9,22355
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",4,22493
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",13,30707
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",15,25732
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",3,26996
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",7,19071
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",9,24283
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",13,27215
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",19,22083
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",9,25252
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",6,14843
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/5345q6Cvdk",0,23
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",11,30884
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",15,20603
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",8,15301
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",0,9872
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",6,10712
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",7,11859
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",6,17368
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",15,30579
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",8,24907
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",5,22406
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",10,20024
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",11,20477
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",11,20170
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",5,20702
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",13,20492
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",3,10872
"Norwegian Cruise Lines","Which cruise suits you? Sign up to get the inside scoop on our hottest cruise destinations and specials. https://t.co/tcxNB4Vzp8",0,9
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,23674
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,22509
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,170856
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,53005
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,272
H&M,"We're falling in love with fashion! Make your #ValentinesDay even sweeter with H&amp;M. http://t.co/TtyTLTHCKO http://t.co/nfxpBK25xK",0,42630
H&M,"We're falling in love with fashion! Make your #ValentinesDay even sweeter with H&amp;M. http://t.co/TtyTLTHCKO http://t.co/nfxpBK25xK",0,95723
H&M,"We're falling in love with fashion! Make your #ValentinesDay even sweeter with H&amp;M. http://t.co/TtyTLTHCKO http://t.co/nfxpBK25xK",0,14853
H&M,"We're falling in love with fashion! Make your #ValentinesDay even sweeter with H&amp;M. http://t.co/TtyTLTHCKO http://t.co/nfxpBK25xK",0,56493
H&M,"We're falling in love with fashion! Make your #ValentinesDay even sweeter with H&amp;M. http://t.co/TtyTLTHCKO http://t.co/nfxpBK25xK",0,29501
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,3664
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,13202
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,18384
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,17807
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",9,8127
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",19,9532
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",25,12067
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",21,7208
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",15,8310
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",11,6090
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",19,7237
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",21,6778
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",23,9262
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",13,6187
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",11,9385
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",5,5621
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",16,7325
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",12,5508
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",39,30569
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",66,35656
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",79,43251
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",13,5063
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,26
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,3831
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,12218
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,18496
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,14411
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",2,3860
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",9,10180
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",22,12475
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",17,7849
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",10,7848
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",13,5089
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",10,7470
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",16,6596
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",25,9244
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",11,6430
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",16,8388
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",10,6330
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",16,7416
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",10,6193
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",39,23564
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",80,36379
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",73,43589
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",4,2433
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,14
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,3839
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,13527
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,19319
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,14318
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",8,2745
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",17,10960
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",25,12671
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",12,7200
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",17,7239
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",14,5235
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",17,7531
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",15,6794
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",18,9280
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",18,6481
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",18,9754
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",26,6074
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",20,7459
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",11,5796
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",56,37025
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",73,37064
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",86,46509
Stainmaster,"Ruh, roh!  #UnShameYourPet from occasional accidents with STAINMASTER® PetProtect™ carpet. http://t.co/YeXj5yUtro http://t.co/lz0B9BP6b2",0,20
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,3116
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,3871
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,3594
Bancvue,"You could win a Total Money Makeover kit, a trip to see Dave Ramsey &amp; $1,000! Enter by 2/26: http://t.co/JF61rRBSO5 http://t.co/ZV5IHG2WuR",0,1751
