advertisers_company_name,api_text,clicks,impressions
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,32936
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,1427
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,50
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,59
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,29
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,22
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,19
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,15
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,12
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,10
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,108115
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",1,88
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,54
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,2551
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,203
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,3
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,1
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,4
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,2
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,202594
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,5249
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,400
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,241
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,163
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,126
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,112
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,164
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,70
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",3,54
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,57046
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,72
H&M,"The best thing you'll see all night: http://t.co/16ZM31F7SC #BeckhamforHM http://t.co/Df5csLp18j",0,38
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,6696
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,8
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,1
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,36898
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,133
Mars,"The suspense is over! Check out my big #SB48 debut: http://t.co/t6QuJrVbe0",0,2
H&M,"A post halftime show pick me up! Check out our #SB48 big game playlist on @Spotify.  http://t.co/6Jp30UMyqq #NowPlaying",0,202
Mars,"A TD means his team gives him @Skittles! I enjoy any #SB48 TD celebration that's this colorful! https://t.co/3CVfEq1xON #mmscolorcommentary",0,43506
Mars,"A TD means his team gives him @Skittles! I enjoy any #SB48 TD celebration that's this colorful! https://t.co/3CVfEq1xON #mmscolorcommentary",0,99
Mars,"A TD means his team gives him @Skittles! I enjoy any #SB48 TD celebration that's this colorful! https://t.co/3CVfEq1xON #mmscolorcommentary",0,4
Mars,"A TD means his team gives him @Skittles! I enjoy any #SB48 TD celebration that's this colorful! https://t.co/3CVfEq1xON #mmscolorcommentary",0,7
